
32000 atoms
 4 atom types
 0.000000 15.832000 xlo xhi
 0.000000 158.320000 ylo yhi
 0.000000 160.977118 zlo zhi
 0.0000000000 0.0000000000 0.0000000000 xy xz yz

Atoms # atomic

1 2 0.0000000000 -0.2500000000 0.0000000000 
2 2 3.9580000000 -0.2500000000 0.0000000000 
3 2 7.9160000000 -0.2500000000 0.0000000000 
4 2 11.8740000000 -0.2500000000 0.0000000000 
5 2 0.0000000000 3.7080000000 0.0000000000 
6 2 3.9580000000 3.7080000000 0.0000000000 
7 2 7.9160000000 3.7080000000 0.0000000000 
8 2 11.8740000000 3.7080000000 0.0000000000 
9 2 0.0000000000 7.6660000000 0.0000000000 
10 2 3.9580000000 7.6660000000 0.0000000000 
11 2 7.9160000000 7.6660000000 0.0000000000 
12 2 11.8740000000 7.6660000000 0.0000000000 
13 2 0.0000000000 11.6240000000 0.0000000000 
14 2 3.9580000000 11.6240000000 0.0000000000 
15 2 7.9160000000 11.6240000000 0.0000000000 
16 2 11.8740000000 11.6240000000 0.0000000000 
17 2 0.0000000000 15.5820000000 0.0000000000 
18 2 3.9580000000 15.5820000000 0.0000000000 
19 2 7.9160000000 15.5820000000 0.0000000000 
20 2 11.8740000000 15.5820000000 0.0000000000 
21 2 0.0000000000 19.5400000000 0.0000000000 
22 2 3.9580000000 19.5400000000 0.0000000000 
23 2 7.9160000000 19.5400000000 0.0000000000 
24 2 11.8740000000 19.5400000000 0.0000000000 
25 2 0.0000000000 23.4980000000 0.0000000000 
26 2 3.9580000000 23.4980000000 0.0000000000 
27 2 7.9160000000 23.4980000000 0.0000000000 
28 2 11.8740000000 23.4980000000 0.0000000000 
29 2 0.0000000000 27.4560000000 0.0000000000 
30 2 3.9580000000 27.4560000000 0.0000000000 
31 2 7.9160000000 27.4560000000 0.0000000000 
32 2 11.8740000000 27.4560000000 0.0000000000 
33 2 0.0000000000 31.4140000000 0.0000000000 
34 2 3.9580000000 31.4140000000 0.0000000000 
35 2 7.9160000000 31.4140000000 0.0000000000 
