DFT DP
-3.064148254394531250e+02 -3.065928731044056121e+02
-3.107405090332031250e+02 -3.107593577445948654e+02
-3.093220214843750000e+02 -3.092784987729098134e+02
-3.105231933593750000e+02 -3.105751502575308223e+02
-3.113953247070312500e+02 -3.114477065736386976e+02
-3.091638488769531250e+02 -3.091503790451876625e+02
-3.084714050292968750e+02 -3.084798677667674838e+02
-3.088490295410156250e+02 -3.088660407774670489e+02
-3.095099487304687500e+02 -3.095371511183512325e+02
-3.070403442382812500e+02 -3.070798698147773393e+02
-3.090437927246093750e+02 -3.089897622630467140e+02
-3.095243225097656250e+02 -3.095078257980360377e+02
-3.101619567871093750e+02 -3.101750839742164771e+02
-3.089072265625000000e+02 -3.090124990017997106e+02
-3.084881591796875000e+02 -3.084397555762002412e+02
-3.073511047363281250e+02 -3.073008858458493933e+02
-3.079708557128906250e+02 -3.079452072479383560e+02
-3.119049682617187500e+02 -3.119386412848659802e+02
-3.104287719726562500e+02 -3.104883419519285326e+02
-3.109682617187500000e+02 -3.109264535468274744e+02
-3.091276855468750000e+02 -3.091832064506008351e+02
-3.093756713867187500e+02 -3.093681742939369883e+02
-3.110637817382812500e+02 -3.110116053831318936e+02
-3.099471435546875000e+02 -3.099966156494380130e+02
-3.102455444335937500e+02 -3.103513964947655381e+02
-3.082908630371093750e+02 -3.082899683071291861e+02
-3.114464111328125000e+02 -3.114669572624183047e+02
-3.110719299316406250e+02 -3.110106986869472507e+02
-3.079818725585937500e+02 -3.079697074190788157e+02
-3.112656860351562500e+02 -3.113129307888137873e+02
-3.112495422363281250e+02 -3.112768636551946315e+02
-3.100635986328125000e+02 -3.101093585111892708e+02
-3.113921203613281250e+02 -3.114455347269307026e+02
-3.102730102539062500e+02 -3.103409882539566524e+02
-3.089091796875000000e+02 -3.090408119568276106e+02
-3.099807739257812500e+02 -3.100146744984185148e+02
-3.073765258789062500e+02 -3.074251253067971561e+02
-3.112784118652343750e+02 -3.113511370224852612e+02
-3.108580322265625000e+02 -3.107787346979699237e+02
-3.118819885253906250e+02 -3.119294300572125849e+02
-3.091152038574218750e+02 -3.091342855758165342e+02
-3.103299865722656250e+02 -3.103082378307639715e+02
-3.099641723632812500e+02 -3.098929116724516462e+02
-3.106541137695312500e+02 -3.105234080769019442e+02
-3.075065307617187500e+02 -3.076411907260423391e+02
-3.088241577148437500e+02 -3.089638612537230529e+02
-3.102825622558593750e+02 -3.103498414522236430e+02
-3.105372009277343750e+02 -3.105037682000916561e+02
-3.084316711425781250e+02 -3.085211017446905544e+02
-3.124417419433593750e+02 -3.124493483045423545e+02
-3.086411437988281250e+02 -3.088067316244241738e+02
-3.102481689453125000e+02 -3.102594911242697435e+02
-3.104634399414062500e+02 -3.104716692663135973e+02
-3.105972595214843750e+02 -3.106094736262608080e+02
-3.093246765136718750e+02 -3.093882142595842879e+02
-3.102370300292968750e+02 -3.102045805996176568e+02
-3.070569763183593750e+02 -3.071368037011985734e+02
-3.078775329589843750e+02 -3.079231973670918023e+02
-3.111697387695312500e+02 -3.112474628527911591e+02
-3.085342407226562500e+02 -3.086329627431233575e+02
-3.080188598632812500e+02 -3.079863121131580783e+02
-3.086867675781250000e+02 -3.086906027680087732e+02
-3.105063476562500000e+02 -3.105810522347553615e+02
-3.106774291992187500e+02 -3.106407994114069879e+02
-3.118598327636718750e+02 -3.118207665626624703e+02
-3.091842041015625000e+02 -3.091137103929329442e+02
-3.113304138183593750e+02 -3.113774534766735087e+02
-3.131092224121093750e+02 -3.131386509535293499e+02
-3.086973876953125000e+02 -3.086101236305165116e+02
-3.099238281250000000e+02 -3.099942635032881526e+02
-3.112197265625000000e+02 -3.111968451340690081e+02
-3.084598083496093750e+02 -3.086436365060031903e+02
-3.118066101074218750e+02 -3.117839050428192422e+02
-3.088822021484375000e+02 -3.089810015441843802e+02
-3.096210937500000000e+02 -3.096075638306431301e+02
-3.108105773925781250e+02 -3.108659521902150118e+02
-3.137644653320312500e+02 -3.138334281410780591e+02
-3.082251281738281250e+02 -3.083827602955184375e+02
-3.080129699707031250e+02 -3.079481348705525647e+02
-3.083363037109375000e+02 -3.082512827811084435e+02
-3.095908813476562500e+02 -3.096237100987141844e+02
-3.111023254394531250e+02 -3.112183973975540425e+02
-3.100974121093750000e+02 -3.101697940743044910e+02
-3.115963134765625000e+02 -3.116009855741494903e+02
-3.081510314941406250e+02 -3.081853866131493760e+02
-3.107731628417968750e+02 -3.107297969922169614e+02
-3.107597045898437500e+02 -3.107764038850853581e+02
-3.091994018554687500e+02 -3.091740111008772942e+02
-3.087554016113281250e+02 -3.086777876262218001e+02
-3.116951599121093750e+02 -3.116861286854773994e+02
-3.078188476562500000e+02 -3.076393375655904379e+02
-3.123681030273437500e+02 -3.123959695216275350e+02
-3.086020507812500000e+02 -3.086304038374115066e+02
-3.074733581542968750e+02 -3.075561144082820988e+02
-3.068760375976562500e+02 -3.070143842350853447e+02
-3.122602233886718750e+02 -3.122670667828871274e+02
-3.102115173339843750e+02 -3.102277671594325739e+02
-3.085928344726562500e+02 -3.085214676844790347e+02
-3.116553649902343750e+02 -3.116280181380932959e+02
-3.106576232910156250e+02 -3.107497168712036455e+02
-3.090190734863281250e+02 -3.089901330834055670e+02
-3.102384643554687500e+02 -3.102131493255344026e+02
-3.077197570800781250e+02 -3.077483326241808754e+02
-3.088654174804687500e+02 -3.088919324368522439e+02
-3.095806274414062500e+02 -3.096489701075740300e+02
-3.133406982421875000e+02 -3.133137285478492799e+02
-3.111014404296875000e+02 -3.111062751168065006e+02
-3.091492309570312500e+02 -3.091909522564435520e+02
-3.089284667968750000e+02 -3.089068020889670834e+02
-3.103975524902343750e+02 -3.103545625655414142e+02
-3.101398620605468750e+02 -3.101701814629956289e+02
-3.123558044433593750e+02 -3.123419634183596258e+02
-3.120188903808593750e+02 -3.120355259598239286e+02
-3.091505737304687500e+02 -3.091111062554286377e+02
-3.139782409667968750e+02 -3.138838542640334026e+02
-3.093613891601562500e+02 -3.092935668943256360e+02
-3.102218933105468750e+02 -3.102259917394126205e+02
-3.082850952148437500e+02 -3.081861720502132016e+02
-3.116122131347656250e+02 -3.116408872857152801e+02
-3.121743469238281250e+02 -3.122390595094801711e+02
-3.081938781738281250e+02 -3.082552409240720408e+02
-3.100961608886718750e+02 -3.101233883596614760e+02
-3.104002075195312500e+02 -3.103937533819581631e+02
-3.117171020507812500e+02 -3.117571851568909551e+02
-3.099534301757812500e+02 -3.099798481518540143e+02
-3.108500671386718750e+02 -3.109213504922939251e+02
-3.075739440917968750e+02 -3.074905417172359421e+02
-3.079368591308593750e+02 -3.078645625645998507e+02
-3.101042175292968750e+02 -3.101017195191769247e+02
-3.093257751464843750e+02 -3.093112413725962142e+02
-3.097917175292968750e+02 -3.097219549122004878e+02
-3.089175415039062500e+02 -3.087849477838817620e+02
-3.106713867187500000e+02 -3.106585302807787912e+02
-3.113162231445312500e+02 -3.113585193694410691e+02
-3.086597900390625000e+02 -3.085553061494180156e+02
-3.114477844238281250e+02 -3.114045605725285668e+02
-3.122984008789062500e+02 -3.122889287354646513e+02
-3.091519470214843750e+02 -3.090020891764718272e+02
-3.108690795898437500e+02 -3.108389858259175753e+02
-3.093646240234375000e+02 -3.093508268188032844e+02
-3.125583190917968750e+02 -3.125041467608747894e+02
-3.116347961425781250e+02 -3.116258187686498786e+02
-3.097958984375000000e+02 -3.097803703251066736e+02
-3.123890991210937500e+02 -3.123222550317153718e+02
-3.103178100585937500e+02 -3.103840357755938157e+02
-3.077390747070312500e+02 -3.078137019941867152e+02
-3.082701110839843750e+02 -3.083557155556530915e+02
-3.090794067382812500e+02 -3.090448336150207069e+02
-3.096698913574218750e+02 -3.097487199971446898e+02
-3.061241149902343750e+02 -3.062393744044459254e+02
-3.072497253417968750e+02 -3.072675814448093661e+02
-3.098748779296875000e+02 -3.098925008330288620e+02
-3.086573181152343750e+02 -3.086380860585107939e+02
-3.071265563964843750e+02 -3.070442434811750445e+02
-3.098109741210937500e+02 -3.097916499899231439e+02
-3.100902404785156250e+02 -3.101479420806929852e+02
-3.112929382324218750e+02 -3.112103161551364110e+02
-3.107601928710937500e+02 -3.108529671851873672e+02
-3.093914184570312500e+02 -3.093074958317007486e+02
-3.057219543457031250e+02 -3.056313814782149620e+02
-3.115248107910156250e+02 -3.114978378551156766e+02
-3.105919494628906250e+02 -3.104760490934899053e+02
-3.105241699218750000e+02 -3.104607133219909656e+02
-3.072923583984375000e+02 -3.073310175490061056e+02
-3.090313110351562500e+02 -3.090761238393882309e+02
-3.082228393554687500e+02 -3.082990147025167857e+02
-3.056445617675781250e+02 -3.055522033316465240e+02
-3.078038940429687500e+02 -3.076504457962944343e+02
-3.126384887695312500e+02 -3.126229639699027985e+02
-3.115184631347656250e+02 -3.115325499415066588e+02
-3.079352416992187500e+02 -3.078277939097280296e+02
-3.100784301757812500e+02 -3.100971128710676794e+02
-3.086229858398437500e+02 -3.087088984239001093e+02
-3.110769958496093750e+02 -3.110280131661794485e+02
-3.097776489257812500e+02 -3.097970300897916331e+02
-3.116494750976562500e+02 -3.116334061250607306e+02
-3.098828430175781250e+02 -3.097719122532647020e+02
-3.091146240234375000e+02 -3.089968409540671814e+02
-3.093853149414062500e+02 -3.095245528174106653e+02
-3.092023315429687500e+02 -3.092593983253693750e+02
-3.124678344726562500e+02 -3.124695681007420944e+02
-3.117038269042968750e+02 -3.116463746886121271e+02
-3.124463500976562500e+02 -3.124703146658753781e+02
-3.094283142089843750e+02 -3.094357946054312833e+02
-3.093114318847656250e+02 -3.093487124079468913e+02
-3.111181945800781250e+02 -3.111249167284446457e+02
-3.085405883789062500e+02 -3.085736549684435772e+02
-3.110437622070312500e+02 -3.111271937198533806e+02
-3.113170471191406250e+02 -3.113430056644188539e+02
-3.114288330078125000e+02 -3.114874960360529030e+02
-3.075520629882812500e+02 -3.074297296032440840e+02
-3.110871887207031250e+02 -3.110565230625894628e+02
-3.064323120117187500e+02 -3.064964694134458796e+02
-3.077127685546875000e+02 -3.078822003831978691e+02
-3.090904235839843750e+02 -3.092148432486434899e+02
-3.118910827636718750e+02 -3.119215737284014267e+02
-3.106133117675781250e+02 -3.106170020479875120e+02
-3.106273803710937500e+02 -3.106162481716900174e+02
-3.083244323730468750e+02 -3.081775919028206090e+02
-3.101987915039062500e+02 -3.102326688029802426e+02
-3.120749816894531250e+02 -3.120852352418044120e+02
-3.127920532226562500e+02 -3.127332958815703137e+02
-3.110654296875000000e+02 -3.110803296657473425e+02
-3.090069580078125000e+02 -3.090131221470622904e+02
-3.072320556640625000e+02 -3.072991553776312230e+02
-3.132686767578125000e+02 -3.132288501149779449e+02
-3.111787109375000000e+02 -3.111152172310037258e+02
-3.096191101074218750e+02 -3.095855271374553013e+02
-3.093124389648437500e+02 -3.093313460858166764e+02
-3.078584289550781250e+02 -3.079615919908357000e+02
-3.113791503906250000e+02 -3.113621137452263952e+02
-3.119810791015625000e+02 -3.119517990826392406e+02
-3.082105712890625000e+02 -3.082404106642906072e+02
-3.110773620605468750e+02 -3.110414449864557582e+02
-3.094911804199218750e+02 -3.094000273425596674e+02
-3.061878356933593750e+02 -3.062068110722896108e+02
-3.113085632324218750e+02 -3.113471874325809949e+02
-3.100601501464843750e+02 -3.100293875470600824e+02
-3.112727661132812500e+02 -3.111079101713011141e+02
-3.084126281738281250e+02 -3.084213524076230328e+02
-3.104182739257812500e+02 -3.105038681666061962e+02
-3.092803955078125000e+02 -3.092639555159809106e+02
-3.111737976074218750e+02 -3.111363608494834807e+02
-3.083979492187500000e+02 -3.084719590074266762e+02
-3.129241333007812500e+02 -3.129114303757458515e+02
-3.112175903320312500e+02 -3.112543629051646121e+02
-3.115081176757812500e+02 -3.115516303431848542e+02
-3.089817810058593750e+02 -3.089936605741576159e+02
-3.116940307617187500e+02 -3.116656549874759889e+02
-3.103669738769531250e+02 -3.103615903114020966e+02
-3.094731445312500000e+02 -3.095207214980487151e+02
-3.119399414062500000e+02 -3.118716851694985053e+02
-3.107345275878906250e+02 -3.106947076854235661e+02
-3.103574829101562500e+02 -3.104731759475563422e+02
-3.085607910156250000e+02 -3.086042914914277162e+02
-3.102251281738281250e+02 -3.102290488572606932e+02
-3.073796386718750000e+02 -3.072890104694224647e+02
-3.105780029296875000e+02 -3.106195141411603799e+02
-3.110599670410156250e+02 -3.111034244776912487e+02
-3.070181579589843750e+02 -3.072646984556768075e+02
-3.062091979980468750e+02 -3.064535145585354030e+02
-3.086344909667968750e+02 -3.085394379113290029e+02
-3.116521606445312500e+02 -3.117411533901127996e+02
-3.087708129882812500e+02 -3.088150297131408024e+02
-3.115259094238281250e+02 -3.115759071856135733e+02
-3.082637634277343750e+02 -3.082576785295394757e+02
-3.108354492187500000e+02 -3.108242146209937573e+02
-3.100054016113281250e+02 -3.099998624192145940e+02
-3.105585327148437500e+02 -3.105128083274443611e+02
-3.097435607910156250e+02 -3.097483602492777663e+02
-3.086219482421875000e+02 -3.085041942360676899e+02
-3.074495544433593750e+02 -3.074776676032026899e+02
-3.123256225585937500e+02 -3.122799274140131160e+02
-3.110325622558593750e+02 -3.109771649081244504e+02
-3.083813476562500000e+02 -3.083820188667632465e+02
-3.113349304199218750e+02 -3.113323377137998591e+02
-3.121482849121093750e+02 -3.121411763549684792e+02
-3.108345947265625000e+02 -3.108261950098273019e+02
-3.115756835937500000e+02 -3.116208229844681341e+02
-3.085934448242187500e+02 -3.085788610082117884e+02
-3.102231140136718750e+02 -3.102170899861476983e+02
-3.089531555175781250e+02 -3.088413886216480932e+02
-3.096675109863281250e+02 -3.096095299106905259e+02
-3.098547668457031250e+02 -3.097900265804221362e+02
-3.133923034667968750e+02 -3.133904507645416402e+02
-3.073253479003906250e+02 -3.073040048410134091e+02
-3.096790466308593750e+02 -3.096237554887080705e+02
-3.074823913574218750e+02 -3.076082949751382785e+02
-3.112258911132812500e+02 -3.112049442120260778e+02
-3.097546081542968750e+02 -3.098519710158231533e+02
-3.107836914062500000e+02 -3.108286595476703269e+02
-3.059596862792968750e+02 -3.056705904116133183e+02
-3.089194946289062500e+02 -3.089641238826155814e+02
-3.106510925292968750e+02 -3.106675943742843060e+02
-3.067449645996093750e+02 -3.066825687646603456e+02
-3.098390197753906250e+02 -3.097271921440629399e+02
-3.097092285156250000e+02 -3.096989257026907580e+02
-3.116077270507812500e+02 -3.116075348905321789e+02
-3.094047241210937500e+02 -3.094107989958147300e+02
-3.089205017089843750e+02 -3.088495294330099341e+02
-3.109544372558593750e+02 -3.109807496757997569e+02
-3.093077392578125000e+02 -3.093022507923454896e+02
-3.099048767089843750e+02 -3.098670313478672824e+02
-3.104744873046875000e+02 -3.104630145518723339e+02
-3.096328430175781250e+02 -3.095981153007810462e+02
-3.085916137695312500e+02 -3.084838487347689124e+02
-3.097029724121093750e+02 -3.096612810630093122e+02
-3.093428649902343750e+02 -3.093821059286444779e+02
-3.094785461425781250e+02 -3.095187617048646302e+02
-3.064795837402343750e+02 -3.064826507027448201e+02
-3.105559082031250000e+02 -3.105830016264247320e+02
-3.088137512207031250e+02 -3.087757626657894434e+02
-3.066655273437500000e+02 -3.067557965509909650e+02
-3.115992126464843750e+02 -3.114648987965609876e+02
-3.076273193359375000e+02 -3.073961584058137078e+02
-3.094384155273437500e+02 -3.094091563500857092e+02
-3.092004394531250000e+02 -3.092596233113886228e+02
-3.072018737792968750e+02 -3.071004163036344607e+02
-3.097766723632812500e+02 -3.097876415763869318e+02
-3.101639404296875000e+02 -3.101332640794018403e+02
-3.106081848144531250e+02 -3.106447782716580832e+02
-3.129853820800781250e+02 -3.129815158405191369e+02
-3.081499633789062500e+02 -3.081874941646728985e+02
-3.071593933105468750e+02 -3.071554834254544630e+02
-3.124309082031250000e+02 -3.124531755560520878e+02
-3.121252136230468750e+02 -3.121718599674229608e+02
-3.081716613769531250e+02 -3.080543087669276474e+02
-3.102464904785156250e+02 -3.102420445330321286e+02
-3.115594482421875000e+02 -3.115038348133527393e+02
-3.131238403320312500e+02 -3.130623778710934175e+02
-3.096706542968750000e+02 -3.097665757508535194e+02
-3.113219909667968750e+02 -3.113250493903999541e+02
-3.119903259277343750e+02 -3.119785021520438022e+02
-3.112579040527343750e+02 -3.111928015500133142e+02
-3.109029235839843750e+02 -3.109103708910348587e+02
-3.058370971679687500e+02 -3.057449615932955567e+02
-3.105097045898437500e+02 -3.105669572044752158e+02
-3.105000000000000000e+02 -3.104549634890315133e+02
-3.116819763183593750e+02 -3.116617395634539776e+02
-3.083551025390625000e+02 -3.084185736139364735e+02
-3.080891418457031250e+02 -3.080441466655547060e+02
-3.081933288574218750e+02 -3.081806187662003822e+02
-3.092787780761718750e+02 -3.092330781692591017e+02
-3.130175476074218750e+02 -3.130711796070210085e+02
-3.110483093261718750e+02 -3.109403756443226712e+02
-3.123590087890625000e+02 -3.123025046219074738e+02
-3.111814575195312500e+02 -3.110974412223700938e+02
-3.106378173828125000e+02 -3.106890445405870196e+02
-3.108791809082031250e+02 -3.109160617773019908e+02
-3.101606750488281250e+02 -3.100651268800404523e+02
-3.119586486816406250e+02 -3.119148257794904566e+02
-3.107711181640625000e+02 -3.107489658017755119e+02
-3.096160278320312500e+02 -3.096424549025203987e+02
-3.097716064453125000e+02 -3.097217288812017841e+02
-3.110807189941406250e+02 -3.110995623290205003e+02
-3.106492614746093750e+02 -3.106434168680476660e+02
-3.105227355957031250e+02 -3.104281762716202024e+02
-3.101939392089843750e+02 -3.101274628948569898e+02
-3.084193725585937500e+02 -3.083752903228427158e+02
-3.112363586425781250e+02 -3.112271901555926661e+02
-3.067500000000000000e+02 -3.066592999521996035e+02
-3.093993225097656250e+02 -3.094856691534386073e+02
-3.108757629394531250e+02 -3.108113406140634538e+02
-3.108004455566406250e+02 -3.107446623688751970e+02
-3.116979675292968750e+02 -3.116079641137112617e+02
-3.144369812011718750e+02 -3.144329660766069310e+02
-3.089922180175781250e+02 -3.089199974572115366e+02
-3.112959899902343750e+02 -3.112719227883439999e+02
-3.080560607910156250e+02 -3.080667680191189675e+02
-3.134464721679687500e+02 -3.134567214454965551e+02
-3.080492858886718750e+02 -3.080683659348134142e+02
-3.101560363769531250e+02 -3.102434307506143796e+02
-3.091281127929687500e+02 -3.091107607252832850e+02
-3.124342651367187500e+02 -3.124063766874095336e+02
-3.074472045898437500e+02 -3.076471872154238554e+02
-3.087276916503906250e+02 -3.087833076051041417e+02
-3.078191833496093750e+02 -3.077371231952452035e+02
-3.091228637695312500e+02 -3.091239390105996563e+02
-3.113999633789062500e+02 -3.114124964684308452e+02
-3.098550720214843750e+02 -3.098659219947420524e+02
-3.102382812500000000e+02 -3.102716966946711636e+02
-3.111454467773437500e+02 -3.111762600291960439e+02
-3.074361877441406250e+02 -3.073457090295935359e+02
-3.098055419921875000e+02 -3.097831827818789634e+02
-3.066333923339843750e+02 -3.067164665072371008e+02
-3.101604309082031250e+02 -3.101404155616208982e+02
-3.079014587402343750e+02 -3.078787880390535747e+02
-3.096974182128906250e+02 -3.096934545483025545e+02
-3.075047607421875000e+02 -3.074573914979160350e+02
-3.091811218261718750e+02 -3.092362694423532616e+02
-3.100855712890625000e+02 -3.100376394963806206e+02
-3.117898864746093750e+02 -3.117738226034508102e+02
-3.114135437011718750e+02 -3.114828323780910750e+02
-3.100527038574218750e+02 -3.100396325795923076e+02
-3.130616760253906250e+02 -3.130328140644793393e+02
-3.101727294921875000e+02 -3.102114035680640427e+02
-3.092915344238281250e+02 -3.093146555165473046e+02
-3.100469665527343750e+02 -3.101509064442312820e+02
-3.101820373535156250e+02 -3.101911940615226513e+02
-3.130774230957031250e+02 -3.131134777972198435e+02
-3.101948242187500000e+02 -3.102912203545033663e+02
-3.114365539550781250e+02 -3.115390588347759149e+02
-3.115515747070312500e+02 -3.115357087785855583e+02
-3.094094238281250000e+02 -3.093098554118781180e+02
-3.101504821777343750e+02 -3.101147714635875445e+02
-3.112192382812500000e+02 -3.112240080376864171e+02
-3.100131530761718750e+02 -3.100670669398781456e+02
-3.092856750488281250e+02 -3.092365621825749713e+02
-3.101429748535156250e+02 -3.100743679830514452e+02
-3.117553710937500000e+02 -3.117861094884851809e+02
-3.095456237792968750e+02 -3.095183200692483751e+02
-3.135166320800781250e+02 -3.135574204134519505e+02
-3.093319091796875000e+02 -3.093667990136203798e+02
-3.106922302246093750e+02 -3.108190685753285152e+02
-3.091226196289062500e+02 -3.091535914950555934e+02
-3.085758666992187500e+02 -3.086083049645966412e+02
-3.078521423339843750e+02 -3.079009323666487035e+02
-3.103303527832031250e+02 -3.103936258605402827e+02
-3.092072143554687500e+02 -3.092728870326368451e+02
-3.079300231933593750e+02 -3.079393052988550608e+02
-3.118388977050781250e+02 -3.117742675149136176e+02
-3.128126220703125000e+02 -3.127889248018359467e+02
-3.120931396484375000e+02 -3.121058863318293106e+02
-3.095243225097656250e+02 -3.095498635554500879e+02
-3.078121948242187500e+02 -3.076900876539173169e+02
-3.074660034179687500e+02 -3.076516082425060858e+02
-3.104331970214843750e+02 -3.104029554156147128e+02
-3.089549865722656250e+02 -3.090173770344493391e+02
-3.104126281738281250e+02 -3.104190101557497314e+02
-3.095690917968750000e+02 -3.096004323867641119e+02
-3.078225708007812500e+02 -3.078028306598068866e+02
-3.138910522460937500e+02 -3.138736147708237922e+02
-3.072974548339843750e+02 -3.073351181132672991e+02
-3.118294067382812500e+02 -3.118397978159621289e+02
-3.128963317871093750e+02 -3.129281414460988344e+02
-3.093857727050781250e+02 -3.093832055084480999e+02
-3.111230163574218750e+02 -3.111986447851143112e+02
-3.078850402832031250e+02 -3.078913324810791892e+02
-3.121606750488281250e+02 -3.120356673559645060e+02
-3.134181823730468750e+02 -3.133913965438680975e+02
-3.102384643554687500e+02 -3.102797644143937532e+02
-3.088979492187500000e+02 -3.088382585623057821e+02
-3.098401794433593750e+02 -3.099492343933904408e+02
-3.101274414062500000e+02 -3.101103882841096038e+02
-3.115370788574218750e+02 -3.114513178128388518e+02
-3.105268249511718750e+02 -3.104727070087822085e+02
-3.110768737792968750e+02 -3.110987931910792668e+02
-3.071588745117187500e+02 -3.071690126550826676e+02
-3.121846923828125000e+02 -3.122378834956219862e+02
-3.111725158691406250e+02 -3.111638434091825047e+02
-3.115964355468750000e+02 -3.115765248457125267e+02
-3.083229675292968750e+02 -3.083091293785208791e+02
-3.088097839355468750e+02 -3.088052382777624985e+02
-3.115653991699218750e+02 -3.115515105374528275e+02
-3.081631164550781250e+02 -3.083024605797690469e+02
-3.100950622558593750e+02 -3.100075245900181926e+02
-3.122845153808593750e+02 -3.122869859929478480e+02
-3.105791931152343750e+02 -3.105641810438194739e+02
-3.105441284179687500e+02 -3.106009439148199931e+02
-3.112422485351562500e+02 -3.111678841938505684e+02
-3.115442810058593750e+02 -3.115936387613514853e+02
-3.124799804687500000e+02 -3.125354886704407136e+02
-3.099124145507812500e+02 -3.099297953942299273e+02
-3.120330200195312500e+02 -3.120698064828780502e+02
-3.098021545410156250e+02 -3.098368891224176878e+02
-3.079992065429687500e+02 -3.080356608526328728e+02
-3.108432312011718750e+02 -3.108329355480914273e+02
-3.102480468750000000e+02 -3.103406820065523561e+02
-3.115160522460937500e+02 -3.115637122200117801e+02
-3.111359558105468750e+02 -3.111020812467028236e+02
-3.087020874023437500e+02 -3.086031011678305731e+02
-3.105251464843750000e+02 -3.105343027890302210e+02
-3.132194519042968750e+02 -3.131749596430747715e+02
-3.084023437500000000e+02 -3.083992238239187600e+02
-3.101385498046875000e+02 -3.101397665964780117e+02
-3.087673645019531250e+02 -3.088089242354701582e+02
-3.064780273437500000e+02 -3.067476804139310502e+02
-3.103457946777343750e+02 -3.104254228439541521e+02
-3.104276123046875000e+02 -3.104813167664352704e+02
-3.146810607910156250e+02 -3.146205398723159306e+02
-3.115768737792968750e+02 -3.115506583319227047e+02
-3.109129943847656250e+02 -3.109054995374286250e+02
-3.094905090332031250e+02 -3.095588656279421684e+02
-3.100426940917968750e+02 -3.099862035987279114e+02
-3.074348144531250000e+02 -3.074097158098438740e+02
-3.132492370605468750e+02 -3.132584148146267466e+02
-3.082308349609375000e+02 -3.082457541034842734e+02
-3.110223999023437500e+02 -3.109961751980525833e+02
-3.124295959472656250e+02 -3.124026354556037859e+02
-3.112296447753906250e+02 -3.112201919512309587e+02
-3.094039916992187500e+02 -3.094563700158713573e+02
-3.066167297363281250e+02 -3.068539979663449913e+02
-3.088978576660156250e+02 -3.090092878687663074e+02
-3.093567199707031250e+02 -3.094242910215206166e+02
-3.098212890625000000e+02 -3.099026727345615200e+02
-3.097364196777343750e+02 -3.097815533087556332e+02
-3.086425781250000000e+02 -3.085280255877536888e+02
-3.111680603027343750e+02 -3.111491841281090274e+02
-3.119533386230468750e+02 -3.119758692103929434e+02
-3.099674377441406250e+02 -3.098939219032420169e+02
-3.090860595703125000e+02 -3.092251641864061185e+02
-3.098898315429687500e+02 -3.098624476081573107e+02
-3.070299377441406250e+02 -3.070531831382646715e+02
-3.115400390625000000e+02 -3.116047663822229197e+02
-3.083543701171875000e+02 -3.082833549998838407e+02
-3.117021789550781250e+02 -3.116931339208137501e+02
-3.095636901855468750e+02 -3.096103636081455761e+02
-3.108042602539062500e+02 -3.108518620468200879e+02
-3.077533874511718750e+02 -3.078364380111939909e+02
-3.098419799804687500e+02 -3.097960173105927879e+02
-3.092520751953125000e+02 -3.091887970005811894e+02
-3.096961669921875000e+02 -3.096574347626124109e+02
-3.114077453613281250e+02 -3.113306433478799704e+02
-3.065526123046875000e+02 -3.065475611526405828e+02
-3.081618652343750000e+02 -3.081782824689424842e+02
-3.075151672363281250e+02 -3.074583404954194634e+02
-3.085559082031250000e+02 -3.085215208847790791e+02
-3.080108642578125000e+02 -3.080677368474159152e+02
-3.093974304199218750e+02 -3.093789427900314877e+02
-3.102823486328125000e+02 -3.102302036634251863e+02
-3.114264221191406250e+02 -3.113896454977824533e+02
-3.090480957031250000e+02 -3.090177156647152401e+02
-3.105471191406250000e+02 -3.105738154843564303e+02
-3.092032470703125000e+02 -3.092323603696386272e+02
-3.100484008789062500e+02 -3.100069159516206696e+02
-3.089082641601562500e+02 -3.088072531245475147e+02
-3.095820312500000000e+02 -3.094402223915813011e+02
-3.105731811523437500e+02 -3.105133920854574967e+02
-3.084994506835937500e+02 -3.084940794065012710e+02
-3.109527282714843750e+02 -3.109060435394647470e+02
-3.105822753906250000e+02 -3.105499593054546494e+02
-3.125528869628906250e+02 -3.125342538826473060e+02
-3.082378234863281250e+02 -3.081597811716573005e+02
-3.107000427246093750e+02 -3.106752000370998985e+02
-3.084653930664062500e+02 -3.084013647218425831e+02
-3.111362915039062500e+02 -3.111264271522281319e+02
-3.067472229003906250e+02 -3.067569317892421168e+02
-3.097633361816406250e+02 -3.097642201025489612e+02
-3.106735229492187500e+02 -3.107501752049331003e+02
-3.118511047363281250e+02 -3.118482379662852964e+02
-3.116068725585937500e+02 -3.115775931500962201e+02
-3.082205505371093750e+02 -3.082388001375074396e+02
-3.093161315917968750e+02 -3.092672567474356811e+02
-3.078894958496093750e+02 -3.078125351554870690e+02
-3.084838562011718750e+02 -3.085086073469549888e+02
-3.094321289062500000e+02 -3.095072574599565769e+02
-3.092880554199218750e+02 -3.092993339616310777e+02
-3.111254882812500000e+02 -3.111530604217957716e+02
-3.094985656738281250e+02 -3.094884512696293086e+02
-3.112116394042968750e+02 -3.111784053099565313e+02
-3.091980590820312500e+02 -3.092521780861742968e+02
-3.114896850585937500e+02 -3.115385938253608629e+02
-3.062004394531250000e+02 -3.062498860695101826e+02
-3.071101379394531250e+02 -3.070341571006225649e+02
-3.123643493652343750e+02 -3.124048663696880794e+02
-3.082345275878906250e+02 -3.082062332732618870e+02
-3.106466064453125000e+02 -3.106596712316876392e+02
-3.097287292480468750e+02 -3.097243158724194245e+02
