3.948 3.940 3 -39.81634680 -39.815565 .00078180
3.948 3.942 3 -39.81572422 -39.815675 .00004922
3.948 3.944 3 -39.81510036 -39.815738 -.00063764
3.948 3.946 3 -39.81445534 -39.815808 -.00135266
3.948 3.948 3 -39.81378354 -39.81585 -.00206646
3.950 3.932 3 -39.81797858 -39.813546 .00443258
3.950 3.934 4 -39.81771113 -39.819102 -.00139087
3.950 3.936 3 -39.81685906 -39.813901 .00295806
3.950 3.938 3 -39.81627868 -39.814055 .00222368
3.950 3.940 3 -39.81567746 -39.814189 .00148846
3.950 3.942 3 -39.81504918 -39.814295 .00075418
3.950 3.944 3 -39.81441847 -39.814395 .00002347
3.950 3.946 3 -39.81377192 -39.814468 -.00069608
3.950 3.948 3 -39.81309472 -39.814534 -.00143928
3.950 3.950 4 -39.81295658 -39.81531 -.00235342
3.952 3.932 3 -39.81730554 -39.812048 .00525754
3.952 3.934 3 -39.81675711 -39.812241 .00451611
3.952 3.936 3 -39.81618457 -39.812442 .00374257
3.952 3.938 3 -39.81560023 -39.812581 .00301923
3.952 3.940 3 -39.81499423 -39.812751 .00224323
3.952 3.942 3 -39.81436923 -39.812868 .00150123
3.952 3.944 3 -39.81374149 -39.812977 .00076449
3.952 3.946 3 -39.81308853 -39.81307 .00001853
3.952 3.948 4 -39.81297676 -39.815353 -.00237624
3.952 3.950 4 -39.81311327 -39.815301 -.00218773
3.952 3.952 4 -39.81328618 -39.815293 -.00200682
3.954 3.932 3 -39.81661042 -39.810485 .00612542
3.954 3.934 3 -39.81605732 -39.810701 .00535632
3.954 3.936 3 -39.81548382 -39.810892 .00459182
3.954 3.938 3 -39.81490029 -39.811063 .00383729
3.954 3.940 3 -39.81428606 -39.811235 .00305106
3.954 3.942 3 -39.81365855 -39.811382 .00227655
3.954 3.944 3 -39.81302141 -39.811511 .00151041
3.954 3.946 4 -39.81303266 -39.81537 -.00233734
3.954 3.948 4 -39.81315268 -39.815336 -.00218332
3.954 3.950 4 -39.81329773 -39.815339 -.00204127
3.954 3.952 4 -39.81347685 -39.81532 -.00184315
3.954 3.954 4 -39.81367399 -39.815241 -.00156701
3.956 3.932 4 -39.81607502 -39.817666 -.00159098
3.956 3.934 3 -39.81534360 -39.809068 .00627560
3.956 3.936 3 -39.81476610 -39.809284 .00548210
3.956 3.938 3 -39.81417635 -39.809489 .00468735
3.956 3.940 3 -39.81356336 -39.809668 .00389536
3.956 3.942 2 -39.81319067 -39.809859 .00333167
3.956 3.944 4 -39.81313649 -39.815416 -.00227951
3.956 3.946 4 -39.81325109 -39.815319 -.00206791
3.956 3.948 4 -39.81336600 -39.815371 -.00200500
3.956 3.950 4 -39.81350647 -39.815401 -.00189453
3.956 3.952 1 -39.81369898 -39.815271 -.00157202
3.956 3.954 1 -39.81390524 -39.815338 -.00143276
3.956 3.956 1 -39.81411943 -39.815342 -.00122257
3.958 3.932 3 -39.81517143 -39.807151 .00802043
3.958 3.934 3 -39.81461580 -39.807416 .00719980
3.958 3.936 3 -39.81403309 -39.807624 .00640909
3.958 3.938 3 -39.81343724 -39.807826 .00561124
3.958 3.940 4 -39.81319715 -39.815543 -.00234585
3.958 3.942 4 -39.81327314 -39.815472 -.00219886
3.958 3.944 4 -39.81336829 -39.81546 -.00209171
3.958 3.946 4 -39.81348609 -39.815421 -.00193491
3.958 3.948 4 -39.81361249 -39.815431 -.00181851
3.958 3.950 1 -39.81378964 -39.815286 -.00149636
3.958 3.952 1 -39.81397253 -39.815477 -.00150447
3.958 3.954 1 -39.81415263 -39.815613 -.00146037
3.958 3.956 1 -39.81433223 -39.815683 -.00135077
3.958 3.958 1 -39.81452908 -39.815704 -.00117492
3.960 3.932 3 -39.81443737 -39.805388 .00904937
3.960 3.934 3 -39.81386965 -39.805655 .00821465
3.960 3.936 4 -39.81334658 -39.815699 -.00235242
3.960 3.938 4 -39.81339603 -39.815609 -.00221297
3.960 3.940 4 -39.81346261 -39.815562 -.00209939
3.960 3.942 4 -39.81354384 -39.815537 -.00199316
3.960 3.944 4 -39.81364311 -39.815522 -.00187889
3.960 3.946 1 -39.81378319 -39.814754 -.00097081
3.960 3.948 1 -39.81392668 -39.815024 -.00109732
3.960 3.950 1 -39.81407422 -39.815384 -.00130978
3.960 3.952 1 -39.81423293 -39.81562 -.00138707
3.960 3.954 1 -39.81438741 -39.8158 -.00141259
3.960 3.956 1 -39.81455091 -39.81592 -.00136909
3.960 3.958 1 -39.81472448 -39.815993 -.00126852
3.960 3.960 1 -39.81490498 -39.816011 -.00110602
3.962 3.932 3 -39.81367234 -39.803573 .01009934
3.962 3.934 4 -39.81359746 -39.815805 -.00220754
3.962 3.936 4 -39.81364987 -39.815628 -.00197813
3.962 3.938 4 -39.81370068 -39.815673 -.00197232
3.962 3.940 4 -39.81376891 -39.815663 -.00189409
3.962 3.942 1 -39.81387362 -39.813741 .00013262
3.962 3.944 1 -39.81399849 -39.814234 -.00023551
3.962 3.946 1 -39.81412022 -39.814671 -.00055078
3.962 3.948 1 -39.81424438 -39.814996 -.00075162
3.962 3.950 1 -39.81437146 -39.815358 -.00098654
3.962 3.952 1 -39.81451212 -39.815609 -.00109688
3.962 3.954 1 -39.81464313 -39.815872 -.00122887
3.962 3.956 1 -39.81478329 -39.816062 -.00127871
3.962 3.958 1 -39.81493050 -39.816191 -.00126050
3.962 3.960 1 -39.81508210 -39.816251 -.00116890
3.962 3.962 1 -39.81524738 -39.816274 -.00102662
3.964 3.932 4 -39.81389697 -39.815916 -.00201903
3.964 3.934 4 -39.81393168 -39.815876 -.00194432
3.964 3.936 4 -39.81399487 -39.815785 -.00179013
3.964 3.938 1 -39.81406068 -39.812385 .00167568
3.964 3.940 1 -39.81415561 -39.812997 .00115861
3.964 3.942 1 -39.81425472 -39.813509 .00074572
3.964 3.944 1 -39.81436187 -39.813934 .00042787
3.964 3.946 1 -39.81446289 -39.814438 .00002489
3.964 3.948 1 -39.81455827 -39.814863 -.00030473
3.964 3.950 1 -39.81466882 -39.815233 -.00056418
3.964 3.952 1 -39.81478429 -39.815573 -.00078871
3.964 3.954 1 -39.81489048 -39.815867 -.00097652
3.964 3.956 1 -39.81501183 -39.8161 -.00108817
3.964 3.958 4 -39.81513492 -39.816202 -.00106708
3.964 3.960 4 -39.81526085 -39.816295 -.00103415
3.964 3.962 1 -39.81539447 -39.816478 -.00108353
3.964 3.964 1 -39.81552918 -39.816488 -.00095882
3.966 3.932 4 -39.81427063 -39.816075 -.00180437
3.966 3.934 1 -39.81433388 -39.810843 .00349088
3.966 3.936 1 -39.81440732 -39.811471 .00293632
3.966 3.938 1 -39.81448135 -39.812045 .00243635
3.966 3.940 1 -39.81455781 -39.812578 .00197981
3.966 3.942 1 -39.81463789 -39.81314 .00149789
3.966 3.944 1 -39.81472100 -39.813668 .00105300
3.966 3.946 1 -39.81480091 -39.814181 .00061991
3.966 3.948 1 -39.81488449 -39.814566 .00031849
3.966 3.950 1 -39.81497120 -39.815011 -.00003980
3.966 3.952 1 -39.81506038 -39.81539 -.00032962
3.966 3.954 1 -39.81514288 -39.815752 -.00060912
3.966 3.956 1 -39.81524548 -39.815981 -.00073552
3.966 3.958 1 -39.81534588 -39.816273 -.00092712
3.966 3.960 1 -39.81545462 -39.81645 -.00099538
3.966 3.962 1 -39.81556200 -39.816584 -.00102200
3.966 3.964 4 -39.81567861 -39.816585 -.00090639
3.966 3.966 1 -39.81579102 -39.816667 -.00087598
3.968 3.932 1 -39.81473219 -39.809736 .00499619
3.968 3.934 1 -39.81478848 -39.810384 .00440448
3.968 3.936 1 -39.81485052 -39.810927 .00392352
3.968 3.938 1 -39.81490379 -39.811602 .00330179
3.968 3.940 1 -39.81496323 -39.812143 .00282023
3.968 3.942 1 -39.81502368 -39.81269 .00233368
3.968 3.944 1 -39.81508933 -39.813297 .00179233
3.968 3.946 1 -39.81514348 -39.81385 .00129348
3.968 3.948 1 -39.81520221 -39.814287 .00091521
3.968 3.950 1 -39.81526866 -39.814725 .00054366
3.968 3.952 1 -39.81533527 -39.815177 .00015827
3.968 3.954 4 -39.81539840 -39.816465 -.00106660
3.968 3.956 1 -39.81548154 -39.815862 -.00038046
3.968 3.958 1 -39.81555299 -39.816168 -.00061501
3.968 3.960 1 -39.81563912 -39.816389 -.00074988
3.968 3.962 4 -39.81572569 -39.816638 -.00091231
3.968 3.964 1 -39.81581231 -39.81672 -.00090769
3.968 3.966 4 -39.81590717 -39.816733 -.00082583
3.968 3.968 1 -39.81600358 -39.816785 -.00078142
3.970 3.932 1 -39.81521190 -39.809114 .00609790
3.970 3.934 1 -39.81525273 -39.809788 .00546473
3.970 3.936 1 -39.81529012 -39.810378 .00491212
3.970 3.938 1 -39.81533222 -39.811033 .00429922
3.970 3.940 1 -39.81536925 -39.811683 .00368625
3.970 3.942 1 -39.81541116 -39.812282 .00312916
3.970 3.944 1 -39.81544932 -39.812838 .00261132
3.970 3.946 4 -39.81548418 -39.816613 -.00112882
3.970 3.948 1 -39.81552738 -39.813899 .00162838
3.970 3.950 1 -39.81556990 -39.814406 .00116390
3.970 3.952 1 -39.81561693 -39.814751 .00086593
3.970 3.954 1 -39.81566363 -39.815201 .00046263
3.970 3.956 4 -39.81572128 -39.81669 -.00096872
3.970 3.958 1 -39.81576969 -39.815947 -.00017731
3.970 3.960 4 -39.81583378 -39.816741 -.00090722
3.970 3.962 1 -39.81589410 -39.816492 -.00059790
3.970 3.964 4 -39.81596103 -39.816776 -.00081497
3.970 3.966 1 -39.81602933 -39.816817 -.00078767
3.970 3.968 1 -39.81609756 -39.816878 -.00078044
3.970 3.970 1 -39.81617865 -39.816869 -.00069035
3.972 3.932 1 -39.81567804 -39.808586 .00709204
3.972 3.934 1 -39.81570124 -39.80923 .00647124
3.972 3.936 1 -39.81572887 -39.809808 .00592087
3.972 3.938 1 -39.81574522 -39.810526 .00521922
3.972 3.940 1 -39.81576803 -39.811055 .00471303
3.972 3.942 1 -39.81579199 -39.811701 .00409099
3.972 3.944 1 -39.81580438 -39.812334 .00347038
3.972 3.946 4 -39.81582415 -39.816924 -.00109985
3.972 3.948 1 -39.81584739 -39.813415 .00243239
3.972 3.950 1 -39.81587206 -39.813923 .00194906
3.972 3.952 1 -39.81589701 -39.814455 .00144201
3.972 3.954 4 -39.81592723 -39.816915 -.00098777
3.972 3.956 1 -39.81595483 -39.815269 .00068583
3.972 3.958 4 -39.81598510 -39.816893 -.00090790
3.972 3.960 1 -39.81602392 -39.816037 -.00001308
3.972 3.962 4 -39.81606472 -39.816888 -.00082328
3.972 3.964 4 -39.81611077 -39.816899 -.00078823
3.972 3.966 4 -39.81615395 -39.816901 -.00074705
3.972 3.968 1 -39.81620531 -39.816864 -.00065869
3.972 3.970 1 -39.81625709 -39.816925 -.00066791
3.972 3.972 1 -39.81632074 -39.81693 -.00060926

